Time,Temperature
2023-01-23T12:17:59.214395,20.88
2023-01-23T12:17:59.241776,20.88
2023-01-23T12:50:39.102451,20.48
2023-01-23T12:50:39.128849,20.48
2023-01-23T12:53:59.096029,20.08
2023-01-23T12:53:59.119839,20.08
2023-01-23T12:56:39.087455,19.2
2023-01-23T12:56:39.112537,19.2
2023-01-23T12:57:19.085991,16.96
2023-01-23T12:57:19.110987,16.96
2023-01-23T12:57:59.083054,16.48
2023-01-23T12:57:59.107924,16.48
2023-01-23T12:59:59.082156,16.0
2023-01-23T12:59:59.106398,16.0
2023-01-23T13:01:59.070314,15.36
2023-01-23T13:01:59.096180,15.36
2023-01-23T13:04:39.061030,16.16
2023-01-23T13:04:39.085293,16.16
2023-01-23T13:05:19.064206,16.8
2023-01-23T13:05:19.087410,16.8
2023-01-23T13:06:39.058322,17.36
2023-01-23T13:06:39.082928,17.36
2023-01-23T13:08:39.064261,17.76
2023-01-23T13:08:39.107995,17.76
2023-01-23T13:09:59.046348,17.28
2023-01-23T13:09:59.070417,17.28
2023-01-23T13:10:39.042563,16.8
2023-01-23T13:10:39.067098,16.8
2023-01-23T13:11:59.038777,17.76
2023-01-23T13:11:59.064434,17.76
2023-01-23T13:13:19.036661,19.44
2023-01-23T13:13:19.061154,19.44
2023-01-23T13:13:59.029019,20.16
2023-01-23T13:13:59.053129,20.16
2023-01-23T13:14:39.031394,20.56
2023-01-23T13:14:39.056414,20.56
2023-01-23T13:18:39.036227,20.96
2023-01-23T13:18:39.060089,20.96
2023-01-23T13:21:59.007214,21.36
2023-01-23T13:21:59.033335,21.36
2023-01-23T13:33:58.973277,20.88
2023-01-23T13:33:58.997578,20.88
2023-01-23T13:42:38.952299,20.48
2023-01-23T13:42:38.977747,20.48
2023-01-23T13:45:58.941538,18.24
2023-01-23T13:45:58.965892,18.24
2023-01-23T13:46:38.944707,17.76
2023-01-23T13:46:38.968464,17.76
2023-01-23T13:47:18.933740,19.2
2023-01-23T13:47:18.957107,19.2
2023-01-23T13:51:18.925739,19.6
2023-01-23T13:51:18.950553,19.6
2023-01-23T13:53:18.919310,20.08
2023-01-23T13:53:18.946009,20.08
2023-01-23T14:01:58.891304,20.48
2023-01-23T14:01:58.916288,20.48
2023-01-23T14:36:38.795833,20.08
2023-01-23T14:36:38.823682,20.08
2023-01-23T15:53:18.585262,20.48
2023-01-23T15:53:18.627627,20.48
2023-01-23T16:31:18.452679,20.08
2023-01-23T16:31:18.478983,20.08
2023-01-23T17:34:28.253197,20.56
2023-01-23T17:34:28.295171,20.56
2023-01-23T17:36:28.247492,20.96
2023-01-23T17:36:28.271951,20.96
2023-01-23T17:41:48.231293,20.56
2023-01-23T17:41:48.254987,20.56
2023-01-23T17:44:28.229127,20.16
2023-01-23T17:44:28.252533,20.16
2023-01-23T17:48:28.222970,19.76
2023-01-23T17:48:28.247593,19.76
2023-01-23T17:51:08.213403,19.36
2023-01-23T17:51:08.239329,19.36
2023-01-23T17:59:08.184856,18.88
2023-01-23T17:59:08.210310,18.88
2023-01-23T18:06:28.170298,18.48
2023-01-23T18:06:28.197005,18.48
2023-01-23T18:16:28.133422,18.0
2023-01-23T18:16:28.156949,18.0
2023-01-23T18:29:48.094693,17.6
2023-01-23T18:29:48.118632,17.6
2023-01-23T18:47:48.047285,17.2
2023-01-23T18:47:48.073434,17.2
2023-01-23T19:03:47.998173,16.8
2023-01-23T19:03:48.022313,16.8
2023-01-23T19:27:07.931115,16.4
2023-01-23T19:27:07.957043,16.4
2023-01-23T19:51:47.861835,16.0
2023-01-23T19:51:47.906105,16.0
2023-01-23T20:29:07.749162,15.6
2023-01-23T20:29:07.773552,15.6
2023-01-23T20:55:47.679535,16.0
2023-01-23T20:55:47.703870,16.0
2023-01-23T21:05:47.649815,15.6
2023-01-23T21:05:47.675578,15.6
2023-01-23T23:39:27.185939,14.96
2023-01-23T23:39:27.212147,14.96
2023-01-23T23:40:47.182536,14.56
2023-01-23T23:40:47.206714,14.56
2023-01-23T23:46:07.168620,14.96
2023-01-23T23:46:07.191186,14.96
2023-01-23T23:47:27.158168,15.44
2023-01-23T23:47:27.182477,15.44
2023-01-23T23:48:47.156400,15.84
2023-01-23T23:48:47.180901,15.84
2023-01-23T23:50:47.155800,16.24
2023-01-23T23:50:47.179562,16.24
2023-01-23T23:52:47.145814,16.64
2023-01-23T23:52:47.170248,16.64
2023-01-23T23:54:47.141306,17.04
2023-01-23T23:54:47.165325,17.04
2023-01-23T23:58:47.130440,17.6
2023-01-23T23:58:47.155585,17.6
2023-01-24T00:03:27.113187,18.0
2023-01-24T00:03:27.155719,18.0
2023-01-24T00:07:27.119632,16.56
2023-01-24T00:07:27.144158,16.56
2023-01-24T00:08:07.108468,17.68
2023-01-24T00:08:07.131971,17.68
2023-01-24T00:08:47.108029,18.16
2023-01-24T00:08:47.151629,18.16
2023-01-24T00:11:27.109470,18.56
2023-01-24T00:11:27.157251,18.56
2023-01-24T00:24:47.063285,18.96
2023-01-24T00:24:47.087505,18.96
2023-01-24T00:28:47.052478,17.76
2023-01-24T00:28:47.076726,17.76
2023-01-24T00:29:27.047157,17.2
2023-01-24T00:29:27.071690,17.2
2023-01-24T00:34:07.039020,16.8
2023-01-24T00:34:07.081145,16.8
2023-01-24T00:40:07.016207,17.44
2023-01-24T00:40:07.041047,17.44
2023-01-24T00:40:47.014030,17.84
2023-01-24T00:40:47.037780,17.84
2023-01-24T00:42:47.007007,18.24
2023-01-24T00:42:47.033709,18.24
2023-01-24T00:45:26.997483,18.8
2023-01-24T00:45:27.022766,18.8
2023-01-24T00:49:26.992219,19.2
2023-01-24T00:49:27.016061,19.2
2023-01-24T01:02:06.956039,19.6
2023-01-24T01:02:07.003539,19.6
2023-01-24T01:24:06.901760,20.0
2023-01-24T01:24:06.927371,20.0
2023-01-24T01:58:46.787048,20.4
2023-01-24T01:58:46.812870,20.4
2023-01-24T02:30:06.690135,20.8
2023-01-24T02:30:06.716344,20.8
2023-01-24T02:43:26.647792,20.4
2023-01-24T02:43:26.671878,20.4
2023-01-24T02:47:26.636397,18.96
2023-01-24T02:47:26.660411,18.96
2023-01-24T02:48:06.634802,18.16
2023-01-24T02:48:06.659383,18.16
2023-01-24T02:48:46.624852,17.68
2023-01-24T02:48:46.648688,17.68
2023-01-24T02:50:46.622849,17.28
2023-01-24T02:50:46.647039,17.28
