Time,Temperature
2023-01-23T11:53:08.337088,19.2
2023-01-23T12:23:08.299770,18.96
2023-01-23T12:53:08.255903,18.88
2023-01-23T13:23:08.221831,18.88
2023-01-23T13:53:08.178670,19.04
2023-01-23T14:23:08.136976,19.28
2023-01-23T14:53:08.098369,19.36
2023-01-23T15:23:08.054296,19.6
2023-01-23T15:53:08.021943,19.68
2023-01-23T16:23:07.979259,19.76
2023-01-23T16:53:07.927648,19.76
2023-01-23T17:23:07.882010,19.76
2023-01-23T17:53:07.847669,19.76
2023-01-23T18:23:07.807587,19.76
2023-01-23T18:53:07.770124,19.68
2023-01-23T19:23:07.732027,19.68
2023-01-23T19:53:07.696787,19.6
2023-01-23T20:23:07.655023,19.44
2023-01-23T20:53:07.611693,19.36
2023-01-23T21:23:07.582564,19.28
2023-01-23T21:53:07.532493,19.28
2023-01-23T22:23:07.490697,19.28
2023-01-23T22:53:07.453165,19.04
2023-01-23T23:23:07.411054,19.04
2023-01-23T23:53:07.367194,19.04
2023-01-24T00:23:07.337503,19.04
2023-01-24T00:53:07.300797,18.96
2023-01-24T01:23:07.270227,18.96
2023-01-24T01:53:07.216725,18.96
2023-01-24T02:23:07.162560,18.96
2023-01-24T02:53:07.129633,18.96
2023-01-24T03:23:07.091072,18.88
2023-01-24T03:53:07.046990,18.88
2023-01-24T04:23:07.012941,18.96
2023-01-24T04:53:06.967138,18.88
2023-01-24T05:23:06.927425,18.88
2023-01-24T05:53:06.891795,18.88
2023-01-24T06:23:06.845448,18.88
2023-01-24T06:53:06.808643,18.88
2023-01-24T07:23:06.767475,18.88
2023-01-24T07:53:06.746697,18.96
2023-01-24T08:23:06.679005,19.2
2023-01-24T08:53:06.631646,19.28
2023-01-24T09:23:06.597687,19.28
2023-01-24T09:53:06.563145,19.36
2023-01-24T10:23:06.520577,19.44
2023-01-24T10:53:06.485109,19.44
2023-01-24T11:23:06.444915,19.6
2023-01-24T11:53:06.408661,19.68
2023-01-24T12:23:06.373081,19.6
2023-01-24T12:53:06.329995,19.68
2023-01-24T13:23:06.293719,19.68
2023-01-24T13:53:06.247561,19.68
2023-01-24T14:23:06.206709,19.44
2023-01-24T14:53:06.198757,19.28
2023-01-24T15:23:06.136799,19.6
2023-01-24T15:53:06.077200,19.76
2023-01-24T16:23:06.039789,19.76
2023-01-24T16:53:06.003869,19.84
2023-01-24T17:23:05.973201,20.0
2023-01-24T17:53:05.927609,19.84
2023-01-24T18:23:05.884412,19.84
2023-01-24T18:53:05.841704,19.76
2023-01-24T19:23:05.796743,19.76
2023-01-24T19:53:05.757608,19.68
2023-01-24T20:23:05.726154,19.76
2023-01-24T20:53:05.674738,19.68
2023-01-24T21:23:05.645905,19.6
2023-01-24T21:53:05.598159,19.44
2023-01-24T22:23:05.555548,19.44
2023-01-24T22:53:05.515466,19.36
2023-01-24T23:23:05.484935,19.36
2023-01-24T23:53:05.430593,19.28
2023-01-25T00:23:05.425598,19.28
2023-01-25T00:53:05.352517,19.28
2023-01-25T01:23:05.312838,19.28
2023-01-25T01:53:05.277650,19.2
2023-01-25T02:23:05.232630,19.04
2023-01-25T02:53:05.190041,19.04
2023-01-25T03:23:05.152665,18.96
2023-01-25T03:53:05.103524,18.96
2023-01-25T04:23:05.067609,18.96
2023-01-25T04:53:05.031687,18.88
2023-01-25T05:23:04.992465,18.96
2023-01-25T05:53:04.954239,18.88
2023-01-25T06:23:04.919597,18.88
2023-01-25T06:53:04.867785,18.88
2023-01-25T07:23:04.848653,18.88
2023-01-25T07:53:04.786488,18.88
2023-01-25T08:23:04.746138,18.96
2023-01-25T08:53:04.703000,19.04
2023-01-25T09:23:04.664458,19.28
2023-01-25T09:53:04.625201,19.36
2023-01-25T10:23:04.588928,19.44
2023-01-25T10:53:04.556213,19.6
2023-01-25T11:23:04.541628,19.6
2023-01-25T11:53:04.468525,19.68
2023-01-25T12:23:04.426481,19.68
2023-01-25T12:53:04.389281,19.68
2023-01-25T13:23:04.344776,19.76
2023-01-25T13:53:04.315967,19.76
2023-01-25T14:23:04.259912,19.76
2023-01-25T14:53:04.223502,19.84
2023-01-25T15:23:04.166161,19.84
2023-01-25T15:53:04.136690,19.84
2023-01-25T16:23:04.101618,19.84
2023-01-25T16:53:04.074176,19.76
2023-01-25T17:23:04.040072,19.76
2023-01-25T17:53:03.990570,19.76
2023-01-25T18:23:03.927203,19.84
2023-01-25T18:53:03.877008,20.0
2023-01-25T19:23:03.840708,19.84
2023-01-25T19:53:03.807033,19.76
2023-01-25T20:23:03.768854,19.76
2023-01-25T20:53:03.736925,19.68
2023-01-25T21:23:03.698361,19.68
