2023-01-23T11:57:42.349146,19.04
2023-01-23T12:00:47.572271,18.56
2023-01-23T12:27:42.310519,19.04
2023-01-23T12:28:37.506947,18.96
2023-01-23T12:45:47.479806,19.36
2023-01-23T12:57:42.282100,19.2
2023-01-23T13:05:27.446629,19.76
2023-01-23T13:27:42.245531,19.28
2023-01-23T13:34:47.398611,20.0
2023-01-23T13:57:42.215739,19.36
2023-01-23T14:04:47.356235,20.0
2023-01-23T14:27:42.177615,19.6
2023-01-23T14:34:47.307601,20.08
2023-01-23T14:57:42.145723,19.68
2023-01-23T15:04:47.254779,20.08
2023-01-23T15:27:42.113117,19.76
2023-01-23T15:34:47.212941,20.0
2023-01-23T15:57:42.100016,19.76
2023-01-23T16:04:47.164465,20.0
2023-01-23T16:27:42.050383,20.0
2023-01-23T16:34:47.108509,20.0
2023-01-23T16:57:42.008488,20.0
2023-01-23T17:04:47.051882,20.0
2023-01-23T17:27:41.968464,20.0
2023-01-23T17:34:46.998594,19.84
2023-01-23T17:57:41.953476,20.0
2023-01-23T18:04:46.959875,19.76
2023-01-23T18:27:41.911368,20.0
2023-01-23T18:34:46.913772,19.6
2023-01-23T18:57:41.883018,19.84
2023-01-23T19:04:46.868898,19.44
2023-01-23T19:27:41.844990,19.76
2023-01-23T19:34:46.817113,19.28
2023-01-23T19:57:41.835217,19.68
2023-01-23T20:04:46.769576,19.2
2023-01-23T20:27:41.785100,19.6
2023-01-23T20:34:46.724508,19.04
2023-01-23T20:57:41.756586,19.44
2023-01-23T21:04:46.679474,18.88
2023-01-23T21:27:41.723866,19.44
2023-01-23T21:34:46.629795,18.8
2023-01-23T21:57:41.690021,19.36
2023-01-23T22:04:46.578717,18.8
2023-01-23T22:27:41.656796,19.36
2023-01-23T22:34:46.531034,18.64
2023-01-23T22:57:41.620173,19.2
2023-01-23T23:04:46.493825,18.56
2023-01-23T23:27:41.584299,19.2
2023-01-23T23:34:46.430716,18.48
2023-01-23T23:57:41.556534,19.2
2023-01-24T00:04:46.386745,18.48
2023-01-24T00:27:41.528877,19.2
2023-01-24T00:34:46.343895,18.4
2023-01-24T00:57:41.494457,19.04
2023-01-24T01:04:46.300697,18.4
2023-01-24T01:27:41.476757,19.04
2023-01-24T01:34:46.273585,18.4
2023-01-24T01:57:41.429235,18.96
