2023-01-23T11:57:19.045109,19.6
2023-01-23T12:27:18.830625,19.6
2023-01-23T12:57:18.610775,19.7
2023-01-23T13:27:18.392012,19.6
2023-01-23T13:57:18.178290,19.6
2023-01-23T14:27:17.957869,19.5
2023-01-23T14:57:17.740848,19.2
2023-01-23T15:27:17.530556,19.2
2023-01-23T15:57:17.330020,19.1
2023-01-23T16:27:17.100073,19.0
2023-01-23T16:57:16.877466,18.6
2023-01-23T17:27:16.655788,18.2
2023-01-23T17:57:16.461127,18.0
2023-01-23T18:27:16.242667,17.8
2023-01-23T18:57:16.029954,17.8
2023-01-23T19:27:15.819976,17.7
2023-01-23T19:57:15.599867,17.6
2023-01-23T20:27:15.387283,17.2
2023-01-23T20:57:15.175723,17.2
2023-01-23T21:27:14.963234,16.9
2023-01-23T21:57:14.750340,16.8
2023-01-23T22:27:14.526133,16.8
2023-01-23T22:57:14.340549,16.5
2023-01-23T23:27:14.107437,16.5
2023-01-23T23:57:13.887554,16.4
2023-01-24T00:27:13.687625,16.3
2023-01-24T00:57:13.464668,16.3
2023-01-24T01:27:13.268455,16.3
2023-01-24T01:57:13.039224,16.2
2023-01-24T02:27:12.818533,16.2
2023-01-24T02:57:12.607927,16.1
2023-01-24T03:27:12.393467,16.1
2023-01-24T03:57:12.181416,15.9
2023-01-24T04:27:11.961645,15.9
2023-01-24T04:57:11.751759,15.8
2023-01-24T05:27:11.537560,15.9
2023-01-24T05:57:11.324246,15.8
2023-01-24T06:25:18.530245,16.3
2023-01-24T06:55:18.311114,16.3
2023-01-24T07:25:18.101735,16.5
2023-01-24T07:55:17.891593,16.4
2023-01-24T08:21:47.721093,15.9
2023-01-24T08:51:47.500234,16.2
2023-01-24T09:21:47.283278,16.2
2023-01-24T09:36:17.119099,16.7
2023-01-24T09:46:09.582826,17.2
2023-01-24T09:58:39.530642,17.7
2023-01-24T10:14:46.918594,18.2
2023-01-24T10:29:09.331981,18.7
2023-01-24T10:59:09.118387,19.0
2023-01-24T11:25:31.342181,19.5
